AdjClose,Close,Date Time,High,Low,Open,Volume
0,284.5,2016-10-31 00:00:00,284.65,283.4,283.4,10000000
0,285.3,2016-11-01 00:00:00,286,284.2,284.35,10000000
0,288,2016-11-02 00:00:00,288,286.75,287.3,10000000
0,289.4,2016-11-03 00:00:00,289.9,288.4,288.9,10000000
0,288.3,2016-11-04 00:00:00,289.7,288.1,288.1,10000000
0,289.1,2016-11-07 00:00:00,289.1,289.1,289.1,10000000
0,286,2016-11-08 00:00:00,286,285.3,285.4,10000000
0,293.85,2016-11-09 00:00:00,294.4,284.5,286.65,10000000
0,288.05,2016-11-10 00:00:00,290.7,287.75,290.7,10000000
0,283.05,2016-11-11 00:00:00,286.55,281.25,286.55,10000000
0,274.8,2016-11-14 00:00:00,283.1,273.4,282.55,10000000
0,278,2016-11-15 00:00:00,278,275.65,275.65,10000000
0,278.4,2016-11-16 00:00:00,278.95,277,277,10000000
0,278,2016-11-17 00:00:00,278.65,278,278.25,10000000
0,274.8,2016-11-18 00:00:00,277.55,274.8,277.55,10000000
0,275.9,2016-11-21 00:00:00,276.1,273.55,273.55,10000000
0,277.8,2016-11-22 00:00:00,277.8,276.5,276.5,10000000
0,277.75,2016-11-23 00:00:00,277.75,276.9,276.9,10000000
0,270.3,2016-11-25 00:00:00,274.35,269.8,274.1,10000000
0,274.35,2016-11-28 00:00:00,276.25,272.2,272.2,10000000
0,273.9,2016-11-29 00:00:00,274.75,273.9,274.6,10000000
0,271.75,2016-11-30 00:00:00,271.75,271.75,271.75,10000000
0,270,2016-12-01 00:00:00,270.5,267.7,269.9,10000000
0,269.65,2016-12-02 00:00:00,269.65,268.6,268.6,10000000
0,271.2,2016-12-05 00:00:00,271.2,268.15,268.95,10000000
0,269.85,2016-12-06 00:00:00,270.75,268.75,269.65,10000000
0,269.4,2016-12-07 00:00:00,269.4,269.4,269.4,10000000
0,270.8,2016-12-08 00:00:00,271.25,269.75,270,10000000
0,270.55,2016-12-09 00:00:00,270.85,270.55,270.85,10000000
0,269.2,2016-12-12 00:00:00,269.8,268.5,269.8,10000000
0,269.65,2016-12-13 00:00:00,269.85,269.05,269.1,10000000
0,270.75,2016-12-14 00:00:00,270.75,269.95,269.95,10000000
0,268,2016-12-15 00:00:00,271.4,267.25,271.4,10000000
0,266.4,2016-12-16 00:00:00,266.75,266.25,266.75,10000000
0,267.1,2016-12-19 00:00:00,267.25,266.3,266.65,10000000
0,265.9,2016-12-20 00:00:00,267.55,265.9,267.15,10000000
0,265.6,2016-12-21 00:00:00,265.6,262.75,262.85,10000000
0,263.75,2016-12-22 00:00:00,263.75,263.75,263.75,10000000
0,264.2,2016-12-23 00:00:00,264.9,264.2,264.9,10000000
0,266.25,2016-12-27 00:00:00,266.25,265.5,265.5,10000000
0,267.4,2016-12-28 00:00:00,267.4,266.45,266.75,10000000
0,268.95,2016-12-29 00:00:00,268.95,266.95,267.5,10000000
0,271.3,2016-12-30 00:00:00,272.75,268.95,268.95,10000000
0,271.4,2017-01-03 00:00:00,271.4,271.4,271.4,10000000
0,269.75,2017-01-04 00:00:00,269.75,269.75,269.75,10000000
0,269.75,2017-01-05 00:00:00,269.75,269.75,269.75,10000000
0,270.6,2017-01-06 00:00:00,270.6,270.6,270.6,10000000
0,270.35,2017-01-09 00:00:00,270.55,270.1,270.55,10000000
0,270.35,2017-01-10 00:00:00,270.35,270.35,270.35,10000000
0,272,2017-01-11 00:00:00,272,272,272,10000000
0,273,2017-01-12 00:00:00,273,272.35,272.35,10000000
0,271.75,2017-01-13 00:00:00,272.25,271.1,271.5,10000000
0,275.15,2017-01-17 00:00:00,275.15,273.45,273.45,10000000
0,274.75,2017-01-18 00:00:00,274.75,274.75,274.75,10000000
0,271.55,2017-01-19 00:00:00,274.1,270.65,274.1,10000000
0,273.8,2017-01-20 00:00:00,273.8,272.65,272.65,10000000
0,274.2,2017-01-23 00:00:00,274.2,272.4,272.4,10000000
0,274.2,2017-01-24 00:00:00,274.2,273.7,273.7,10000000
0,270.9,2017-01-25 00:00:00,273.7,270.9,273.7,10000000
0,269.55,2017-01-26 00:00:00,269.75,269.05,269.05,10000000
0,269.55,2017-02-03 00:00:00,269.55,269.55,269.55,10000000
0,273.7,2017-02-06 00:00:00,273.7,273,273,10000000
0,277.15,2017-02-07 00:00:00,277.2,276.45,276.8,10000000
0,277.05,2017-02-08 00:00:00,277.05,277.05,277.05,10000000
0,279.7,2017-02-09 00:00:00,280.3,279.7,280.25,10000000
0,277,2017-02-10 00:00:00,279.5,276.3,279.5,10000000
0,277.75,2017-02-13 00:00:00,278.3,277.75,278,10000000
0,277.65,2017-02-14 00:00:00,277.65,276.45,276.45,10000000
0,276.9,2017-02-15 00:00:00,276.9,276.9,276.9,10000000
0,278.4,2017-02-16 00:00:00,278.75,276.1,276.6,10000000
0,279.15,2017-02-17 00:00:00,279.15,279.15,279.15,10000000
0,278.45,2017-02-21 00:00:00,278.45,278.45,278.45,10000000
0,277.85,2017-02-22 00:00:00,277.85,277.85,277.85,10000000
0,279.1,2017-02-23 00:00:00,279.1,279.1,279.1,10000000
0,282.4,2017-02-24 00:00:00,282.4,281.1,281.1,10000000
0,284.2,2017-02-27 00:00:00,284.2,283.85,283.85,10000000
0,282.95,2017-02-28 00:00:00,284.9,282.95,283.4,10000000
0,281.3,2017-03-01 00:00:00,283.65,281.25,283.65,10000000
0,281.7,2017-03-02 00:00:00,281.7,281.7,281.7,10000000
0,280.5,2017-03-03 00:00:00,280.5,280.5,280.5,10000000
0,278.55,2017-03-06 00:00:00,279.7,278.55,279.7,10000000
0,278.3,2017-03-07 00:00:00,278.3,278.3,278.3,10000000
0,278.3,2017-03-08 00:00:00,278.3,278.3,278.3,10000000
0,278.3,2017-03-09 00:00:00,278.3,278.3,278.3,10000000
0,272.9,2017-03-10 00:00:00,273.3,272.9,273.3,10000000
0,275.45,2017-03-13 00:00:00,275.45,274.65,274.65,10000000
0,275.05,2017-03-14 00:00:00,275.05,275.05,275.05,10000000
0,275.05,2017-03-15 00:00:00,275.05,275.05,275.05,10000000
0,279.25,2017-03-16 00:00:00,279.25,277.9,277.9,10000000
0,279,2017-03-17 00:00:00,280.1,279,280.1,10000000
0,280.5,2017-03-20 00:00:00,280.95,279.55,280.15,10000000
0,280.45,2017-03-21 00:00:00,280.45,280.45,280.45,10000000
0,281.9,2017-03-22 00:00:00,282.45,280.6,280.6,10000000
0,281.15,2017-03-23 00:00:00,282.15,280.75,281.85,10000000
0,280.65,2017-03-24 00:00:00,281,280.65,281,10000000
0,283.25,2017-03-27 00:00:00,283.25,281.55,281.55,10000000
0,282.85,2017-03-28 00:00:00,282.85,282.85,282.85,10000000
0,283.55,2017-03-29 00:00:00,283.55,283.55,283.55,10000000
0,283.55,2017-03-30 00:00:00,283.55,283.55,283.55,10000000
0,281,2017-03-31 00:00:00,281,281,281,10000000
0,282.4,2017-04-05 00:00:00,282.9,282.4,282.9,10000000
0,282.65,2017-04-06 00:00:00,282.65,282.65,282.65,10000000
0,286.35,2017-04-07 00:00:00,286.35,282.25,282.25,10000000
0,283.6,2017-04-10 00:00:00,285,283.6,285,10000000
0,284.2,2017-04-11 00:00:00,284.2,284.2,284.2,10000000
0,287.3,2017-04-12 00:00:00,288.35,286.85,287.25,10000000
0,288.35,2017-04-13 00:00:00,289.3,287.15,287.15,10000000
0,289,2017-04-17 00:00:00,289.75,289,289.45,10000000
0,287.9,2017-04-18 00:00:00,288,287,288,10000000
0,287.7,2017-04-19 00:00:00,288.6,287.4,287.65,10000000
0,287.35,2017-04-20 00:00:00,287.75,286.7,287.75,10000000
0,287.2,2017-04-21 00:00:00,287.85,287,287,10000000
0,286.25,2017-04-24 00:00:00,288.7,286.25,288.7,10000000
0,286,2017-04-25 00:00:00,286,284.15,284.15,10000000
0,284.1,2017-04-26 00:00:00,284.65,284.1,284.65,10000000
0,284.25,2017-04-27 00:00:00,284.25,284,284,10000000
0,284.8,2017-04-28 00:00:00,284.9,283.75,284.9,10000000
0,282.1,2017-05-02 00:00:00,283,282.1,283,10000000
0,281.9,2017-05-03 00:00:00,281.9,281.9,281.9,10000000
0,277.2,2017-05-04 00:00:00,280.7,277.2,280.7,10000000
0,277.8,2017-05-05 00:00:00,277.8,276.05,276.05,10000000
0,277.4,2017-05-08 00:00:00,277.4,277.4,277.4,10000000
0,277.4,2017-05-09 00:00:00,277.4,277.4,277.4,10000000
0,275.2,2017-05-10 00:00:00,275.2,275.2,275.2,10000000
0,275.45,2017-05-11 00:00:00,275.85,275.45,275.45,10000000
0,277.05,2017-05-12 00:00:00,277.05,275.6,275.6,10000000
0,276.75,2017-05-15 00:00:00,276.75,276.75,276.75,10000000
0,278.7,2017-05-16 00:00:00,278.7,277.85,277.85,10000000
0,279.3,2017-05-17 00:00:00,280,279.15,280,10000000
0,281.5,2017-05-18 00:00:00,281.5,280.9,281.2,10000000
0,281.3,2017-05-19 00:00:00,281.3,281.3,281.3,10000000
0,281.45,2017-05-22 00:00:00,281.55,281.35,281.5,10000000
0,284.3,2017-05-23 00:00:00,284.3,283.05,283.05,10000000
0,281.3,2017-05-24 00:00:00,284.35,281.3,284.35,10000000
0,283.1,2017-05-25 00:00:00,283.1,283.1,283.1,10000000
0,282.5,2017-05-26 00:00:00,282.5,281.7,281.7,10000000
0,282.1,2017-05-31 00:00:00,282.1,282.1,282.1,10000000
0,282.1,2017-06-01 00:00:00,282.1,282.1,282.1,10000000
0,282.1,2017-06-02 00:00:00,282.1,282.1,282.1,10000000
0,282.1,2017-06-05 00:00:00,282.1,282.1,282.1,10000000
0,285.55,2017-06-06 00:00:00,285.55,283.55,283.55,10000000
0,286,2017-06-07 00:00:00,286.65,286,286.45,10000000
0,284.8,2017-06-08 00:00:00,285.4,284.8,285.4,10000000
0,282.25,2017-06-09 00:00:00,284.3,282.25,284.3,10000000
0,280.7,2017-06-12 00:00:00,280.8,280.45,280.45,10000000
0,280.05,2017-06-13 00:00:00,281.6,280.05,281.6,10000000
0,281.45,2017-06-14 00:00:00,281.45,279.7,279.7,10000000
0,280,2017-06-15 00:00:00,283.7,280,282.35,10000000
0,278.25,2017-06-16 00:00:00,290,277.55,290,10000000
0,278.4,2017-06-19 00:00:00,279,278.4,279,10000000
0,277.65,2017-06-20 00:00:00,279.8,277.6,278.4,10000000
0,278,2017-06-21 00:00:00,278,278,278,10000000
0,280,2017-06-22 00:00:00,280.3,279.5,279.7,10000000
0,279.9,2017-06-23 00:00:00,279.9,279.9,279.9,10000000
0,279.85,2017-06-26 00:00:00,280.05,279.75,280.05,10000000
0,278.65,2017-06-27 00:00:00,279.85,277.4,277.6,10000000
0,277.7,2017-06-28 00:00:00,278.15,277.3,278.15,10000000
0,277.85,2017-06-29 00:00:00,277.85,277.85,277.85,10000000
0,275.1,2017-06-30 00:00:00,275.85,272.7,275.85,10000000
0,273.8,2017-07-03 00:00:00,273.8,273.8,273.8,10000000
0,270.65,2017-07-05 00:00:00,270.65,270.65,270.65,10000000
0,270.65,2017-07-06 00:00:00,270.65,270.65,270.65,10000000
0,271.8,2017-07-07 00:00:00,271.8,271.8,271.8,10000000
0,271.8,2017-07-10 00:00:00,271.8,271.8,271.8,10000000
0,268,2017-07-11 00:00:00,268.3,268,268.3,10000000
0,268.15,2017-07-12 00:00:00,268.15,268.15,268.15,10000000
0,270.55,2017-07-13 00:00:00,270.55,269.9,269.9,10000000
0,269.4,2017-07-14 00:00:00,269.8,269.4,269.8,10000000
0,271.45,2017-07-17 00:00:00,271.45,271.25,271.25,10000000
0,273.95,2017-07-18 00:00:00,273.95,272.8,272.8,10000000
0,272.85,2017-07-19 00:00:00,272.85,272.1,272.15,10000000
0,272.45,2017-07-20 00:00:00,272.45,272.45,272.45,10000000
0,271.05,2017-07-21 00:00:00,272.2,271.05,272.2,10000000
0,272.6,2017-07-24 00:00:00,274.5,271.05,273.85,10000000
0,273.8,2017-07-25 00:00:00,273.9,272.45,273.9,10000000
0,271.05,2017-07-26 00:00:00,273.2,268,273.2,10000000
0,275.3,2017-07-27 00:00:00,275.3,274.1,274.1,10000000
0,272.45,2017-07-28 00:00:00,273.3,272.45,273.3,10000000
0,275.5,2017-07-31 00:00:00,278.4,271.5,277.85,10000000
0,271.1,2017-08-01 00:00:00,271.1,271.1,271.1,10000000
0,271.1,2017-08-02 00:00:00,271.1,271.1,271.1,10000000
0,271.6,2017-08-03 00:00:00,271.6,271.6,271.6,10000000
0,271.6,2017-08-04 00:00:00,271.6,271.6,271.6,10000000
0,271.6,2017-08-07 00:00:00,271.6,271.6,271.6,10000000
0,271.6,2017-08-08 00:00:00,271.6,271.6,271.6,10000000
0,271.6,2017-08-09 00:00:00,271.6,271.6,271.6,10000000
0,278,2017-08-10 00:00:00,284.35,270,276,10000000
0,275.65,2017-08-11 00:00:00,275.65,275.65,275.65,10000000
0,275.65,2017-08-14 00:00:00,275.65,275.65,275.65,10000000
0,275.65,2017-08-15 00:00:00,275.65,275.65,275.65,10000000
0,276.65,2017-08-16 00:00:00,276.65,276.65,276.65,10000000
0,276.65,2017-08-17 00:00:00,276.65,276.65,276.65,10000000
0,276.65,2017-08-18 00:00:00,276.65,276.65,276.65,10000000
0,278.9,2017-08-21 00:00:00,281.85,278.65,281.85,10000000
0,279.3,2017-08-22 00:00:00,279.85,278.8,279.85,10000000
0,279.5,2017-08-23 00:00:00,279.5,279.5,279.5,10000000
0,279.5,2017-08-24 00:00:00,279.5,279.5,279.5,10000000
0,279.5,2017-08-25 00:00:00,279.5,279.5,279.5,10000000
0,277.2,2017-08-28 00:00:00,278.85,277.2,278.85,10000000
0,286.25,2017-08-29 00:00:00,286.25,279.65,279.65,10000000
0,276.05,2017-08-31 00:00:00,276.05,276.05,276.05,10000000
0,275.75,2017-09-01 00:00:00,275.75,275.75,275.75,10000000
0,275.75,2017-09-05 00:00:00,275.75,275.75,275.75,10000000
0,275.75,2017-09-06 00:00:00,275.75,275.75,275.75,10000000
0,279.9,2017-09-07 00:00:00,286.85,279.9,286.85,10000000
0,283.35,2017-09-08 00:00:00,283.35,283.35,283.35,10000000
0,283.35,2017-09-11 00:00:00,283.35,283.35,283.35,10000000
0,279.5,2017-09-12 00:00:00,284.4,279.5,284.4,10000000
0,281.9,2017-09-13 00:00:00,281.9,281.9,281.9,10000000
0,280.6,2017-09-14 00:00:00,281.45,280.6,281.45,10000000
0,280.7,2017-09-15 00:00:00,280.7,280.7,280.7,10000000
0,279.9,2017-09-18 00:00:00,279.9,279.9,279.9,10000000
0,279.9,2017-09-19 00:00:00,279.9,279.9,279.9,10000000
0,279.9,2017-09-20 00:00:00,279.9,279.9,279.9,10000000
0,279.9,2017-09-21 00:00:00,279.9,279.9,279.9,10000000
0,279.9,2017-09-22 00:00:00,279.9,279.9,279.9,10000000
0,279.9,2017-09-25 00:00:00,279.9,279.9,279.9,10000000
0,279.9,2017-09-26 00:00:00,279.9,279.9,279.9,10000000
0,279.9,2017-09-27 00:00:00,279.9,279.9,279.9,10000000
0,279.9,2017-09-28 00:00:00,279.9,279.9,279.9,10000000
0,279.9,2017-09-29 00:00:00,279.9,279.9,279.9,10000000
0,278.2,2017-10-09 00:00:00,278.2,276.9,277.35,10000000
0,276.9,2017-10-10 00:00:00,276.9,276.9,276.9,10000000
0,276.2,2017-10-11 00:00:00,276.6,276.2,276.6,10000000
0,276.25,2017-10-12 00:00:00,276.25,276.25,276.25,10000000
0,276.25,2017-10-13 00:00:00,276.25,276.25,276.25,10000000
0,276.25,2017-10-16 00:00:00,276.25,276.25,276.25,10000000
0,276.25,2017-10-17 00:00:00,276.25,276.25,276.25,10000000
0,276.25,2017-10-18 00:00:00,276.25,276.25,276.25,10000000
0,276.25,2017-10-19 00:00:00,276.25,276.25,276.25,10000000
0,276.25,2017-10-20 00:00:00,276.25,276.25,276.25,10000000
0,276.25,2017-10-23 00:00:00,276.25,276.25,276.25,10000000
0,274.6,2017-10-24 00:00:00,281.05,273.8,281.05,10000000
0,277.6,2017-10-25 00:00:00,277.6,277.6,277.6,10000000
0,277.6,2017-10-26 00:00:00,277.6,277.6,277.6,10000000
0,277.6,2017-10-27 00:00:00,277.6,277.6,277.6,10000000
0,273.05,2017-10-30 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-10-31 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-11-01 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-11-03 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-11-06 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-11-07 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-11-08 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-11-09 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-11-10 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-11-13 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-11-14 00:00:00,273.05,273.05,273.05,10000000
0,273.05,2017-11-15 00:00:00,273.05,273.05,273.05,10000000
